,mov_id,언어_제공자_ID,취득연도,방향,타입,dir,file,Label,coord,sign_ord,frame
301,302,1,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000302.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000302.npy,16,74
303,304,1,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000304.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000304.npy,17,73
367,368,1,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000368.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000368.npy,18,84
549,550,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000550.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000550.npy,0,78
551,552,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000552.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000552.npy,11,72
567,568,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000568.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000568.npy,1,76
574,575,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000575.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000575.npy,2,76
575,576,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000576.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000576.npy,3,65
580,581,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000581.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000581.npy,4,61
583,584,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000584.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000584.npy,5,76
600,601,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000601.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000601.npy,6,71
611,612,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000612.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000612.npy,7,89
617,618,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000618.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000618.npy,15,63
623,624,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000624.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000624.npy,8,78
652,653,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000653.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000653.npy,9,73
653,654,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000654.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000654.npy,10,82
689,690,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000690.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000690.npy,12,91
691,692,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000692.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000692.npy,13,95
692,693,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000693.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000693.npy,14,61
720,721,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000721.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000721.npy,16,74
722,723,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000723.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000723.npy,17,74
786,787,1,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000787.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000787.npy,18,85
966,967,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000967.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000967.npy,0,72
981,982,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000982.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000982.npy,1,74
988,989,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000989.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000989.npy,2,126
989,990,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000990.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000990.npy,3,65
994,995,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000995.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000995.npy,4,54
997,998,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000000998.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000000998.npy,5,74
1015,1016,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001016.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001016.npy,6,128
1025,1026,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001026.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001026.npy,7,95
1036,1037,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001037.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001037.npy,8,77
1062,1063,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001063.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001063.npy,9,74
1063,1064,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001064.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001064.npy,10,83
1067,1068,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001068.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001068.npy,11,97
1102,1103,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001103.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001103.npy,12,109
1104,1105,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001105.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001105.npy,13,97
1105,1106,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001106.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001106.npy,14,56
1106,1107,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001107.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001107.npy,15,58
1135,1136,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001136.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001136.npy,16,115
1137,1138,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001138.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001138.npy,17,66
1202,1203,2,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001203.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001203.npy,18,77
1385,1386,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001386.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001386.npy,0,72
1400,1401,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001401.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001401.npy,1,76
1407,1408,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001408.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001408.npy,2,83
1408,1409,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001409.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001409.npy,3,64
1413,1414,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001414.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001414.npy,4,61
1416,1417,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001417.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001417.npy,5,76
1434,1435,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001435.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001435.npy,6,65
1444,1445,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001445.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001445.npy,7,96
1455,1456,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001456.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001456.npy,8,78
1481,1482,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001482.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001482.npy,9,76
1482,1483,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001483.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001483.npy,10,84
1486,1487,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001487.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001487.npy,11,69
1521,1522,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001522.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001522.npy,12,77
1523,1524,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001524.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001524.npy,13,51
1524,1525,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001525.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001525.npy,14,61
1525,1526,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001526.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001526.npy,15,98
1554,1555,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001555.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001555.npy,16,76
1556,1557,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001557.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001557.npy,17,67
1621,1622,2,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001622.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001622.npy,18,80
1712,1713,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001713.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001713.npy,0,81
1728,1729,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001729.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001729.npy,1,88
1736,1737,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001737.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001737.npy,2,85
1737,1738,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001738.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001738.npy,3,175
1742,1743,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001743.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001743.npy,4,173
1746,1747,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001747.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001747.npy,5,90
1766,1767,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001767.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001767.npy,6,72
1777,1778,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001778.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001778.npy,7,116
1790,1791,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001791.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001791.npy,8,81
1818,1819,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001819.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001819.npy,9,88
1819,1820,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001820.avi,보내주세요(구급차),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001820.npy,10,98
1824,1825,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001825.avi,부러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001825.npy,11,167
1862,1863,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001863.avi,숨을안쉬다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001863.npy,12,85
1864,1865,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001865.avi,신고하세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001865.npy,13,60
1866,1867,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001867.avi,심장마비,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001867.npy,14,68
1867,1868,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001868.avi,쓰러지다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001868.npy,15,73
1900,1901,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001901.avi,연락해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001901.npy,16,76
1902,1903,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001903.avi,열나다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001903.npy,17,72
1973,1974,3,2017,정면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000001974.avi,집단폭행,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000001974.npy,18,99
2131,2132,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002132.avi,고열,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002132.npy,0,144
2147,2148,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002148.avi,구해주세요,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002148.npy,1,101
2155,2156,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002156.avi,기절하다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002156.npy,2,155
2156,2157,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002157.avi,깔리다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002157.npy,3,144
2161,2162,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002162.avi,납치,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002162.npy,4,98
2165,2166,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002166.avi,낯선사람,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002166.npy,5,93
2185,2186,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002186.avi,도둑,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002186.npy,6,144
2196,2197,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002197.avi,두드러기생기다,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002197.npy,7,148
2209,2210,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002210.avi,맹견,/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002210.npy,8,124
2237,2238,3,2017,측면,단어,/content/drive/MyDrive/KSL_data/sing_language/dataset/movie/0001_3000,KETI_SL_0000002238.avi,보내주세요(경찰),/content/drive/MyDrive/KSL_data/sing_language/dataset/coordinate/sample_landmark/KETI_SL_0000002238.npy,9,111
